adLibraryDate,pageId,pageName,pageAlias,pageVerification,likes,pageCategory,pageNameChanges,pageAdminCountries,isProfilePage,pageURL,entityType,stateMediaLabel,igUsername,igFollowers,igVerification,hiddenAds,pageIsDeleted,pageCreationDate,profileCreationDate,currentWeek,isPoliticalPage,weeklyByDisclaimer,lifetimeByDisclaimer,hasPoliticalSpendInAnyCountry
2020-06-25,288031731262011,The Business Times,thebusinesstimes,blue_verified,163065,Media/news company,1,"Singapore (57), Israel (16), United States (14), France (1), United Arab Emirates (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A288031731262011%7D&path=%2Fpages%2Ftransparency,regular_page,,businesstimessg,7314,True,0,False,2012-02-21,,,True,"{""The Business Times"": 17}","{""The Business Times"": 17}",True
2020-06-25,322502513454,Singapore Democratic Party (SDP),yoursdp,blue_verified,61633,Political party,0,Singapore (16),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A322502513454%7D&path=%2Fpages%2Ftransparency,regular_page,,yoursdp,2983,True,0,False,2010-02-09,,,True,"{""Tan Liang Joo, John"": 82}","{"""": 157, ""Tan Liang Joo, John"": 8082}",True
2020-06-25,36541001838,Tan Suee Chieh,tansueechieh,blue_verified,3344,Public figure,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A36541001838%7D&path=%2Fpages%2Ftransparency,regular_page,,tansueechieh,207,False,0,False,2008-11-29,,,True,"{"" Tan Suee Chieh"": 40}","{"" Tan Suee Chieh"": 62}",True
2020-06-25,492779724105442,Calvin Cheng,calvinchengnmp,blue_verified,49312,Public figure,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A492779724105442%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-01-22,,,True,"{""Calvin Cheng"": 107}","{""Calvin Cheng"": 1221}",True
2020-06-25,55406192028,Young NTUC,yntuc,blue_verified,24658,Non-governmental organisation (NGO),0,Singapore (11),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A55406192028%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2009-03-06,,,True,"{""Young NTUC"": 600}","{""Young NTUC"": 600}",True
2020-06-25,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2497,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1801,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 249}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 263}",True
2020-06-26,102481158076847,Kayla Low 罗舒玉,kaylalowsy,not_verified,2524,Public figure,2,Singapore (4),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A102481158076847%7D&path=%2Fpages%2Ftransparency,regular_page,,kaylalowsy,60,False,0,False,2020-03-28,,,True,"{"""": 88}","{"""": 241}",True
2020-06-26,109320757394952,Newsgowhere SG,newsgowhere,not_verified,554,Local service,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109320757394952%7D&path=%2Fpages%2Ftransparency,regular_page,,newsgowhere.sg,6,False,0,False,2020-04-04,,,True,"{""Newsgowhere"": 10}","{"""": 2, ""Newsgowhere"": 12}",True
2020-06-26,121790674546188,AsiaOne,asiaonecom,blue_verified,180165,News and media website,0,Singapore (23),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8404,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 977}","{""AsiaOne"": 1094}",True
2020-06-26,160823460655497,Lianhe Zaobao 联合早报,zaobaosg,blue_verified,267533,Media/news company,1,"Singapore (74), Israel (16), United States (14), United Arab Emirates (2), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A160823460655497%7D&path=%2Fpages%2Ftransparency,regular_page,,zaobaosg,61642,True,0,False,2011-07-09,,,True,"{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 812}","{""Lianhe Zaobao \u8054\u5408\u65e9\u62a5"": 2844}",True
2020-06-26,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1113,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 105}","{""Luah Chuan Teck (Lai Quande)"": 4572}",True
2020-06-26,182073298490036,Gaia,Gaia,not_verified,3062478,Media,2,"United States (20), Philippines (8), Australia (2)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A182073298490036%7D&path=%2Fpages%2Ftransparency,regular_page,,wearegaia,1150610,True,0,False,2011-01-17,,,True,"{"""": 10}","{"""": 230}",True
2020-06-26,184992754910572,Epworth Community Services,EpworthCommunityServices,not_verified,2120,Non-profit organisation,1,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A184992754910572%7D&path=%2Fpages%2Ftransparency,regular_page,,epworth.sg,58,False,0,False,2011-10-04,,,True,"{""Fung Shi Ern, Shalom"": 11}","{""Fung Shi Ern, Shalom"": 161}",True
2020-06-26,202216409941537,Cyclexafe,,not_verified,4505,Bicycle shop,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A202216409941537%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-08-10,,,True,"{""Seah Kim Hong (She Jinfeng)"": 35}","{""Seah Kim Hong (She Jinfeng)"": 320}",True
2020-06-26,242973989535469,Real Singaporeans defending the family and shared values,TrueSingaporeLove,not_verified,14154,Community,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A242973989535469%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-06-27,,,True,"{""Real Singaporeans defending the family and shared values"": 79}","{""Real Singaporeans defending the family and shared values"": 204}",True
2020-06-26,259077840923556,AOX Singapore,aoxwater,not_verified,6540,Water treatment service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,292,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 576}","{""AOX Singapore"": 1925}",True
2020-06-26,267926623635962,New Naratif,newnaratif,not_verified,9754,Arts and humanities website,0,"Malaysia (4), Singapore (4), Chile (1), Indonesia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A267926623635962%7D&path=%2Fpages%2Ftransparency,regular_page,,newnaratif,5368,False,0,False,2017-02-28,,,True,"{""New Naratif"": 48}","{""New Naratif"": 63, """": 64}",True
2020-06-26,288031731262011,The Business Times,thebusinesstimes,blue_verified,163194,Media/news company,1,"Singapore (57), Israel (16), United States (14), France (1), United Arab Emirates (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A288031731262011%7D&path=%2Fpages%2Ftransparency,regular_page,,businesstimessg,7389,True,0,False,2012-02-21,,,True,"{""The Business Times"": 506}","{""The Business Times"": 506}",True
2020-06-26,322502513454,Singapore Democratic Party (SDP),yoursdp,blue_verified,63656,Political party,0,Singapore (18),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A322502513454%7D&path=%2Fpages%2Ftransparency,regular_page,,yoursdp,3458,True,0,False,2010-02-09,,,True,"{""Tan Liang Joo, John"": 520, ""Singapore Democratic Party (SDP)"": 630}","{"""": 157, ""Tan Liang Joo, John"": 8520, ""Singapore Democratic Party (SDP)"": 630}",True
2020-06-26,46279882838,Singapore International Foundation,singaporeinternationalfoundation,not_verified,186180,Non-profit organisation,0,"Singapore (14), India (3), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A46279882838%7D&path=%2Fpages%2Ftransparency,regular_page,,siforg,4271,False,0,False,2009-01-09,,,True,"{"""": 0}","{"""": 0}",True
2020-06-26,492779724105442,Calvin Cheng,calvinchengnmp,blue_verified,49933,Public figure,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A492779724105442%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-01-22,,,True,"{""Calvin Cheng"": 132}","{""Calvin Cheng"": 1291}",True
2020-06-26,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2550,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1857,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 220}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 324}",True
2020-06-27,101176814872722,Global Pride 2020,GlobalPride2020,blue_verified,20974,Community,0,"United Kingdom (2), Canada (1), Netherlands (1), Switzerland (1), United States (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A101176814872722%7D&path=%2Fpages%2Ftransparency,regular_page,,globalpride2020,14589,True,0,False,2020-03-26,,,True,"{"""": 7}",{},True
2020-06-27,102481158076847,Kayla Low 罗舒玉,kaylalowsy,not_verified,2057,Public Figure,2,Singapore (4),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A102481158076847%7D&path=%2Fpages%2Ftransparency,regular_page,,kaylalowsy,51,False,0,False,2020-03-28,,,True,"{"""": 103}","{"""": 241}",True
2020-06-27,106239277770207,Find Your Power In The Middle Of Chaos,findyourpowerinthemiddleofchaos,not_verified,199,Cause,1,Canada (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A106239277770207%7D&path=%2Fpages%2Ftransparency,regular_page,,nerissajanetta,6738,False,0,False,2020-05-20,,,True,"{"""": 0}",{},True
2020-06-27,109320757394952,Newsgowhere SG,newsgowhere,not_verified,548,Local Service,0,Singapore (3),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109320757394952%7D&path=%2Fpages%2Ftransparency,regular_page,,newsgowhere.sg,5,False,0,False,2020-04-04,,,True,"{""Newsgowhere"": 5}","{"""": 2, ""Newsgowhere"": 7}",True
2020-06-27,121790674546188,AsiaOne,asiaonecom,blue_verified,180030,News & Media Website,0,Singapore (23),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8362,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 791}","{""AsiaOne"": 879}",True
2020-06-27,136176823413276,Eco-Business,EcoBusinessMedia,not_verified,9037,Media/News Company,0,"Singapore (12), Philippines (2), Netherlands (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A136176823413276%7D&path=%2Fpages%2Ftransparency,regular_page,,ecobusinesscom,2128,False,0,False,2015-11-25,,,True,"{""Eco-Business"": 2}","{""Eco-Business"": 2155}",True
2020-06-27,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1114,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 105}","{""Luah Chuan Teck (Lai Quande)"": 4557}",True
2020-06-27,184123824241,SOBEM USA 恩雨之聲（美國）,sobemus,not_verified,720,Local Business,1,United States (9),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A184123824241%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2009-11-24,,,True,"{"""": 0}","{"""": 0}",True
2020-06-27,184992754910572,Epworth Community Services,EpworthCommunityServices,not_verified,2118,Nonprofit Organization,1,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A184992754910572%7D&path=%2Fpages%2Ftransparency,regular_page,,epworth.sg,56,False,0,False,2011-10-04,,,True,"{""Fung Shi Ern, Shalom"": 8}","{""Fung Shi Ern, Shalom"": 158}",True
2020-06-27,202216409941537,Cyclexafe,,not_verified,4497,Bicycle Shop,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A202216409941537%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-08-10,,,True,"{""Seah Kim Hong (She Jinfeng)"": 39}","{""Seah Kim Hong (She Jinfeng)"": 315}",True
2020-06-27,242973989535469,Real Singaporeans defending the family and shared values,TrueSingaporeLove,not_verified,14159,Community,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A242973989535469%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-06-27,,,True,"{""Real Singaporeans defending the family and shared values"": 54}","{""Real Singaporeans defending the family and shared values"": 179}",True
2020-06-27,259077840923556,AOX Singapore,aoxwater,not_verified,6525,Water Treatment Service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,292,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 564}","{""AOX Singapore"": 1791}",True
2020-06-27,267926623635962,New Naratif,newnaratif,not_verified,9616,Arts & Humanities Website,0,"Malaysia (4), Singapore (4), Chile (1), Indonesia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A267926623635962%7D&path=%2Fpages%2Ftransparency,regular_page,,newnaratif,4542,False,0,False,2017-02-28,,,True,"{""New Naratif"": 35}","{"""": 64, ""New Naratif"": 47}",True
2020-06-27,288031731262011,The Business Times,thebusinesstimes,blue_verified,163126,Media/News Company,1,"Singapore (58), Israel (16), United States (14), France (1), United Arab Emirates (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A288031731262011%7D&path=%2Fpages%2Ftransparency,regular_page,,businesstimessg,7353,True,0,False,2012-02-21,,,True,"{""The Business Times"": 342}","{""The Business Times"": 342}",True
2020-06-27,322502513454,Singapore Democratic Party (SDP),yoursdp,blue_verified,62202,Political Party,0,Singapore (16),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A322502513454%7D&path=%2Fpages%2Ftransparency,regular_page,,yoursdp,3096,True,0,False,2010-02-09,,,True,"{""Singapore Democratic Party (SDP)"": 486, ""Tan Liang Joo, John"": 342}","{""Singapore Democratic Party (SDP)"": 135, """": 157, ""Tan Liang Joo, John"": 8342}",True
2020-06-27,46279882838,Singapore International Foundation,singaporeinternationalfoundation,not_verified,186209,Nonprofit Organization,0,"Singapore (14), India (3), France (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A46279882838%7D&path=%2Fpages%2Ftransparency,regular_page,,siforg,4273,False,0,False,2009-01-09,,,True,"{"""": 0}","{"""": 0}",True
2020-06-27,492779724105442,Calvin Cheng,calvinchengnmp,blue_verified,49466,Public Figure,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A492779724105442%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-01-22,,,True,"{""Calvin Cheng"": 148}","{""Calvin Cheng"": 1283}",True
2020-06-27,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2512,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1826,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 257}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 304}",True
2020-06-28,101176814872722,Global Pride 2020,GlobalPride2020,blue_verified,21123,Community,0,"United Kingdom (2), Canada (1), Netherlands (1), Switzerland (1), United States (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A101176814872722%7D&path=%2Fpages%2Ftransparency,regular_page,,globalpride2020,14677,True,0,False,2020-03-26,,,True,"{"""": 107}","{"""": 107}",True
2020-06-28,106239277770207,Find Your Power In The Middle Of Chaos,findyourpowerinthemiddleofchaos,not_verified,253,Cause,1,Canada (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A106239277770207%7D&path=%2Fpages%2Ftransparency,regular_page,,nerissajanetta,6738,False,0,False,2020-05-20,,,True,"{"""": 0}","{"""": 0}",True
2020-06-28,109320757394952,Newsgowhere SG,newsgowhere,not_verified,552,Local Service,0,Singapore (3),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109320757394952%7D&path=%2Fpages%2Ftransparency,regular_page,,newsgowhere.sg,5,False,0,False,2020-04-04,,,True,"{""Newsgowhere"": 10}","{"""": 2, ""Newsgowhere"": 12}",True
2020-06-28,121790674546188,AsiaOne,asiaonecom,blue_verified,180069,News & Media Website,0,Singapore (23),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8376,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 977}","{""AsiaOne"": 1094}",True
2020-06-28,136176823413276,Eco-Business,EcoBusinessMedia,not_verified,9054,Media/News Company,0,"Singapore (12), Philippines (2), Netherlands (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A136176823413276%7D&path=%2Fpages%2Ftransparency,regular_page,,ecobusinesscom,2131,False,0,False,2015-11-25,,,True,"{""Eco-Business"": 2}","{""Eco-Business"": 2157}",True
2020-06-28,153825921445023,De La Calle,FromTheStreet33,not_verified,14234,Educational Research Center,3,United States (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A153825921445023%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-03-20,,,True,"{"""": 7}","{"""": 7}",True
2020-06-28,1642933419299956,ACM Worldwide,,not_verified,722,TV Network,6,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1642933419299956%7D&path=%2Fpages%2Ftransparency,regular_page,,acmworldwide,0,False,0,False,2015-08-09,,,True,"{"""": 0}",{},True
2020-06-28,1747710828842851,National Council on Problem Gambling - Singapore,NCPG.Singapore,not_verified,5411,Government Organization,0,"Singapore (19), India (2), Philippines (2)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1747710828842851%7D&path=%2Fpages%2Ftransparency,regular_page,,ncpg.singapore,785,False,0,False,2016-06-29,,,True,"{""National Council on Problem Gambling - Singapore"": 7}","{""National Council on Problem Gambling - Singapore"": 40}",True
2020-06-28,180972142391567,Marcus & Cecilia Luah,marcusandcecilia,not_verified,1113,Entrepreneur,2,Singapore (5),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A180972142391567%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-02-16,,,True,"{""Luah Chuan Teck (Lai Quande)"": 105}","{""Luah Chuan Teck (Lai Quande)"": 4572}",True
2020-06-28,184992754910572,Epworth Community Services,EpworthCommunityServices,not_verified,2119,Nonprofit Organization,1,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A184992754910572%7D&path=%2Fpages%2Ftransparency,regular_page,,epworth.sg,57,False,0,False,2011-10-04,,,True,"{""Fung Shi Ern, Shalom"": 11}","{""Fung Shi Ern, Shalom"": 161}",True
2020-06-28,1891309921137205,Peoples Voice Political Party,PeoplesVoiceSingapore,not_verified,29233,Politician,1,"Singapore (1), Thailand (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1891309921137205%7D&path=%2Fpages%2Ftransparency,regular_page,,lim_tean,1999,False,0,False,2017-07-03,,,True,"{"""": 276}","{"""": 276}",True
2020-06-28,202216409941537,Cyclexafe,,not_verified,4499,Bicycle Shop,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A202216409941537%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-08-10,,,True,"{""Seah Kim Hong (She Jinfeng)"": 35}","{""Seah Kim Hong (She Jinfeng)"": 320}",True
2020-06-28,209093649144367,Arup,ArupGroup,not_verified,32895,Architectural Designer,0,United Kingdom (15),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A209093649144367%7D&path=%2Fpages%2Ftransparency,regular_page,,arupgroup,83421,False,0,False,2011-08-19,,,True,"{"""": 0}","{"""": 0}",True
2020-06-28,242973989535469,Real Singaporeans defending the family and shared values,TrueSingaporeLove,not_verified,14157,Community,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A242973989535469%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2017-06-27,,,True,"{""Real Singaporeans defending the family and shared values"": 79}","{""Real Singaporeans defending the family and shared values"": 204}",True
2020-06-28,259077840923556,AOX Singapore,aoxwater,not_verified,6535,Water Treatment Service,3,Singapore (6),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A259077840923556%7D&path=%2Fpages%2Ftransparency,regular_page,,aoxsg,292,False,0,False,2014-01-28,,,True,"{""AOX Singapore"": 576}","{""AOX Singapore"": 1925}",True
2020-06-28,267926623635962,New Naratif,newnaratif,not_verified,9663,Arts & Humanities Website,0,"Malaysia (4), Singapore (4), Chile (1), Indonesia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A267926623635962%7D&path=%2Fpages%2Ftransparency,regular_page,,newnaratif,4886,False,0,False,2017-02-28,,,True,"{""New Naratif"": 48}","{"""": 64, ""New Naratif"": 63}",True
2020-06-28,288031731262011,The Business Times,thebusinesstimes,blue_verified,163147,Media/News Company,1,"Singapore (58), Israel (16), United States (14), France (1), United Arab Emirates (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A288031731262011%7D&path=%2Fpages%2Ftransparency,regular_page,,businesstimessg,7374,True,0,False,2012-02-21,,,True,"{""The Business Times"": 506}","{""The Business Times"": 506}",True
2020-06-28,322502513454,Singapore Democratic Party (SDP),yoursdp,blue_verified,62534,Political Party,0,Singapore (16),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A322502513454%7D&path=%2Fpages%2Ftransparency,regular_page,,yoursdp,3187,True,0,False,2010-02-09,,,True,"{""Tan Liang Joo, John"": 520, ""Singapore Democratic Party (SDP)"": 630}","{"""": 157, ""Tan Liang Joo, John"": 8520, ""Singapore Democratic Party (SDP)"": 630}",True
2020-06-28,36541001838,Tan Suee Chieh,tansueechieh,blue_verified,3344,Public Figure,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A36541001838%7D&path=%2Fpages%2Ftransparency,regular_page,,tansueechieh,218,False,0,False,2008-11-29,,,True,"{"" Tan Suee Chieh"": 33}","{"" Tan Suee Chieh"": 62}",True
2020-06-28,461304807554034,Grobe Distribution Pte Ltd,grobedistribution,not_verified,14,Retail Company,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A461304807554034%7D&path=%2Fpages%2Ftransparency,regular_page,,grobedistribution,119,False,0,False,2017-06-21,,,True,"{""Chua Shi Jie (Cai Shijie)"": 3}","{""Chua Shi Jie (Cai Shijie)"": 253}",True
2020-06-28,492779724105442,Calvin Cheng,calvinchengnmp,blue_verified,49642,Public Figure,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A492779724105442%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2013-01-22,,,True,"{""Calvin Cheng"": 132}","{""Calvin Cheng"": 1291}",True
2020-06-28,701800260260398,The Forage Cafe,theforagecafesg,not_verified,2528,Restaurant,0,"Singapore (8), Philippines (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A701800260260398%7D&path=%2Fpages%2Ftransparency,regular_page,,theforagecafesg,1839,False,0,False,2019-06-26,,,True,"{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 220}","{""Chua Sock Tian, Josephine (Cai Shuzhen, Josephine)"": 324}",True
2020-06-28,884182195283092,Truth-ad,truthad99,not_verified,57233,Community,0,"Canada (28), United States (27), Australia (8), Hong Kong (8), India (2), Taiwan (2), Vietnam (2), Finland (1), Germany (1), Japan (1), New Zealand (1), Singapore (1), Sweden (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A884182195283092%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2019-07-24,,,True,"{"""": 0}","{"""": 0}",True
2020-06-30,100451933698060,AdVenture Communist,adventurecommunist,not_verified,86730,App Page,0,"Canada (21), United States (5)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A100451933698060%7D&path=%2Fpages%2Ftransparency,regular_page,,adventurecommunist_hh,34255,False,0,False,2016-04-20,,,True,"{"""": 1}","{"""": 225}",True
2020-06-30,100995998277891,Brad Bowyer,BP4SGP,blue_verified,3163,Politician,0,Singapore (1),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A100995998277891%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2020-05-02,,,True,"{"""": 24}","{"""": 24}",True
2020-06-30,101387514932390,Gigene Wong 袁麒钧,gigenewong.official,blue_verified,877,Politician,1,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A101387514932390%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2020-05-25,,,True,"{"""": 96}","{"""": 96}",True
2020-06-30,107424294344403,湖南大学材料科学与工程学院,,not_verified,2,College & University,0,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A107424294344403%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2020-06-12,,,True,"{"""": 31}","{"""": 66}",True
2020-06-30,109555293685,Gov.sg,gov.sg,blue_verified,379897,Government Website,1,"Singapore (49), India (3), Malaysia (1)",False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109555293685%7D&path=%2Fpages%2Ftransparency,regular_page,,gov.sg,100578,True,0,False,2009-07-24,,,True,"{""Gov.sg"": 979}","{"""": 10840, ""Gov.sg"": 8963}",True
2020-06-30,109683633718773,Tribal,GoTribal.sg,not_verified,21,Business Center,1,,False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A109683633718773%7D&path=%2Fpages%2Ftransparency,regular_page,,,,,0,False,2019-08-10,,,True,"{""Tribal"": 1}",{},False
2020-06-30,1127814793930413,Unscrambled.sg,Unscrambled.sg,not_verified,4453,News & Media Website,0,Singapore (2),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A1127814793930413%7D&path=%2Fpages%2Ftransparency,regular_page,,unscrambled.sg,108,False,0,False,2016-02-02,,,True,"{""Unscrambled.sg"": 2}","{""Unscrambled.sg"": 2}",True
2020-06-30,121790674546188,AsiaOne,asiaonecom,blue_verified,180184,News & Media Website,0,Singapore (23),False,https://mtouch.facebook.com/nt/screen/?params=%7B%22page_id%22%3A121790674546188%7D&path=%2Fpages%2Ftransparency,regular_page,,asiaonecom,8411,True,0,False,2010-10-15,,,True,"{""AsiaOne"": 1413}","{""AsiaOne"": 1523}",True
